Player,Nation,Position,Squad,Competition,Age,Matches Played,Starts,Minutes Played,Goals,Assists,Shots,Shots on Target,Pass Completion %,Dribbles Completed,Tackles Won,Interceptions,Yellow Cards,Red Cards,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won %,Goals per 90,Assists per 90,Shots per 90,Shots on Target per 90,Dribbles Completed per 90,Tackles Won per 90,Interceptions per 90,Aerial Duels Won per 90
Skelly Alvero,fr FRA,MF,Lyon,fr Ligue 1,22-009,8,6,426.0,1.0,0.0,9.0,3.0,82.4,4.0,7.0,2.0,2,0,9.0,7,56.3,0.2112676056338028,0.0,1.9014084507042253,0.6338028169014085,0.8450704225352113,1.4788732394366197,0.4225352112676056,1.9014084507042253
Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,22-009,6,1,123.0,1.0,0.0,5.0,3.0,77.6,2.0,4.0,1.0,1,0,6.0,1,85.7,0.7317073170731708,0.0,3.6585365853658534,2.1951219512195124,1.4634146341463417,2.9268292682926833,0.7317073170731708,4.390243902439025
Papa Amadou Diallo,sn SEN,FW,Metz,fr Ligue 1,19-323,15,8,799.0,2.0,1.0,11.0,5.0,66.5,17.0,8.0,9.0,1,0,28.0,27,50.9,0.22528160200250313,0.11264080100125157,1.2390488110137672,0.5632040050062578,1.9148936170212765,0.9011264080100125,1.013767209011264,3.1539424280350437
Selim Amallah,ma MAR,"FW,MF",Valencia,es La Liga,27-180,19,7,598.0,0.0,1.0,11.0,4.0,73.3,18.0,12.0,11.0,5,1,11.0,15,42.3,0.0,0.1505016722408027,1.6555183946488297,0.6020066889632107,2.709030100334448,1.8060200668896322,1.6555183946488297,1.6555183946488297
Amath,sn SEN,"FW,MF",Mallorca,es La Liga,27-302,15,3,394.0,0.0,0.0,12.0,2.0,67.3,8.0,6.0,3.0,2,0,6.0,5,54.5,0.0,0.0,2.7411167512690358,0.45685279187817257,1.8274111675126903,1.3705583756345179,0.6852791878172589,1.3705583756345179
Lorenzo Amatucci,it ITA,MF,Fiorentina,it Serie A,20-098,2,0,22.0,0.0,0.0,1.0,0.0,88.0,0.0,0.0,0.0,0,0,1.0,1,50.0,0.0,0.0,4.090909090909091,0.0,0.0,0.0,0.0,4.090909090909091
Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,30-065,1,0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zeki Amdouni,ch SUI,FW,Burnley,eng Premier League,23-161,33,26,1879.0,5.0,1.0,44.0,21.0,79.0,29.0,18.0,8.0,2,0,14.0,54,20.6,0.2394890899414582,0.04789781798829164,2.1075039914848324,1.0058541777541246,1.3890367216604578,0.8621607237892496,0.3831825439063331,0.670569451836083
Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,26-095,11,10,736.0,0.0,1.0,1.0,0.0,76.8,3.0,7.0,6.0,1,0,6.0,4,60.0,0.0,0.12228260869565218,0.12228260869565218,0.0,0.3668478260869565,0.8559782608695653,0.733695652173913,0.733695652173913
Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,22-131,10,7,579.0,0.0,0.0,5.0,3.0,79.5,1.0,3.0,9.0,2,0,19.0,10,65.5,0.0,0.0,0.7772020725388601,0.46632124352331605,0.15544041450777202,0.46632124352331605,1.3989637305699483,2.9533678756476687
Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28-092,14,9,895.0,2.0,2.0,5.0,3.0,82.0,11.0,9.0,9.0,3,0,14.0,9,60.9,0.20111731843575417,0.20111731843575417,0.5027932960893855,0.3016759776536313,1.1061452513966479,0.9050279329608938,0.9050279329608938,1.4078212290502794
Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,27-199,14,14,1226.0,1.0,3.0,32.0,8.0,71.0,23.0,14.0,14.0,5,0,10.0,5,66.7,0.0734094616639478,0.22022838499184338,2.3491027732463294,0.5872756933115824,1.6884176182707993,1.0277324632952691,1.0277324632952691,0.734094616639478
Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,27-199,8,1,86.0,0.0,0.0,3.0,2.0,92.0,1.0,2.0,0.0,0,0,0.0,0,0,0.0,0.0,3.13953488372093,2.0930232558139537,1.0465116279069768,2.0930232558139537,0.0,0.0
Kofi Amoako,de GER,MF,Wolfsburg,de Bundesliga,19-007,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofyan Amrabat,ma MAR,"MF,DF",Manchester Utd,eng Premier League,27-266,19,8,780.0,0.0,0.0,3.0,0.0,86.4,6.0,16.0,7.0,4,0,4.0,4,50.0,0.0,0.0,0.34615384615384615,0.0,0.6923076923076923,1.8461538461538463,0.8076923076923076,0.46153846153846156
Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,27-348,37,37,3329.0,2.0,3.0,21.0,8.0,78.1,14.0,34.0,41.0,6,0,87.0,46,65.4,0.054070291378792434,0.08110543706818864,0.5677380594773205,0.21628116551516974,0.378492039651547,0.9191949534394713,1.108440973265245,2.3520576749774706
Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,eng Premier League,21-189,19,9,943.0,0.0,2.0,18.0,4.0,80.4,19.0,16.0,8.0,2,0,19.0,10,65.5,0.0,0.19088016967126195,1.7179215270413575,0.3817603393425239,1.8133616118769884,1.5270413573700956,0.7635206786850478,1.8133616118769884
Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,31-028,36,33,2713.0,5.0,6.0,42.0,11.0,75.8,40.0,44.0,27.0,3,0,15.0,14,51.7,0.16586804275709546,0.1990416513085146,1.3932915591596018,0.36490969406561,1.3269443420567637,1.45963877626244,0.8956874308883155,0.49760412827128636
Benjamin André,fr FRA,MF,Lille,fr Ligue 1,33-284,29,28,2480.0,3.0,0.0,21.0,8.0,83.1,10.0,49.0,32.0,7,0,72.0,51,58.5,0.10887096774193548,0.0,0.7620967741935485,0.2903225806451613,0.3629032258064516,1.7782258064516128,1.1612903225806452,2.6129032258064515
Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,28-317,6,1,159.0,0.0,0.0,2.0,0.0,74.0,1.0,1.0,0.0,0,0,2.0,6,25.0,0.0,0.0,1.1320754716981132,0.0,0.5660377358490566,0.5660377358490566,0.0,1.1320754716981132
Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,29-234,27,17,1600.0,3.0,2.0,19.0,7.0,89.8,5.0,15.0,20.0,4,0,20.0,22,47.6,0.16874999999999998,0.1125,1.06875,0.39375000000000004,0.28125,0.84375,1.125,1.125
Miguel Ángel Rubio,es ESP,DF,Granada,es La Liga,26-063,16,14,1290.0,1.0,0.0,6.0,2.0,78.3,4.0,9.0,24.0,5,0,50.0,30,62.5,0.06976744186046512,0.0,0.41860465116279066,0.13953488372093023,0.27906976744186046,0.627906976744186,1.6744186046511627,3.488372093023256
Angeliño,es ESP,DF,Roma,it Serie A,27-130,14,12,971.0,0.0,0.0,5.0,0.0,74.5,2.0,9.0,11.0,2,0,13.0,7,65.0,0.0,0.0,0.46343975283213185,0.0,0.1853759011328527,0.8341915550978373,1.01956745623069,1.2049433573635426
Fabrizio Angileri,ar ARG,"DF,MF",Getafe,es La Liga,30-059,11,2,164.0,0.0,0.0,0.0,0.0,66.0,2.0,1.0,4.0,2,1,6.0,5,54.5,0.0,0.0,0.0,0.0,1.0975609756097562,0.5487804878048781,2.1951219512195124,3.292682926829268
Jaidon Anthony,eng ENG,FW,Bournemouth,eng Premier League,24-164,3,2,152.0,0.0,0.0,2.0,1.0,66.7,2.0,1.0,1.0,1,0,1.0,3,25.0,0.0,0.0,1.1842105263157894,0.5921052631578947,1.1842105263157894,0.5921052631578947,0.5921052631578947,0.5921052631578947
Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,27-298,32,31,2796.0,0.0,3.0,26.0,5.0,88.6,15.0,24.0,40.0,7,0,78.0,40,66.1,0.0,0.09656652360515021,0.8369098712446352,0.1609442060085837,0.48283261802575106,0.7725321888412017,1.2875536480686696,2.510729613733906
Michail Antonio,jm JAM,FW,West Ham,eng Premier League,34-046,25,20,1615.0,6.0,2.0,30.0,14.0,58.3,29.0,8.0,4.0,6,0,33.0,52,38.8,0.33436532507739936,0.11145510835913314,1.671826625386997,0.7801857585139319,1.6160990712074301,0.44582043343653255,0.22291021671826627,1.8390092879256965
Antony,br BRA,FW,Manchester Utd,eng Premier League,24-079,29,15,1324.0,1.0,1.0,43.0,15.0,78.6,26.0,21.0,12.0,5,0,2.0,21,8.7,0.06797583081570997,0.06797583081570997,2.9229607250755287,1.0196374622356494,1.7673716012084593,1.4274924471299093,0.8157099697885197,0.13595166163141995
Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,30-096,24,11,1202.0,1.0,2.0,27.0,8.0,59.9,7.0,12.0,2.0,5,0,11.0,22,33.3,0.07487520798668885,0.1497504159733777,2.021630615640599,0.5990016638935108,0.5241264559068219,0.8985024958402662,0.1497504159733777,0.8236272878535774
Houssem Aouar,dz ALG,"MF,FW",Roma,it Serie A,25-318,15,8,687.0,3.0,0.0,11.0,6.0,83.3,8.0,11.0,4.0,3,0,10.0,11,47.6,0.3930131004366812,0.0,1.4410480349344978,0.7860262008733624,1.0480349344978166,1.4410480349344978,0.5240174672489083,1.3100436681222707
Stredair Appuah,fr FRA,"FW,MF",Nantes,fr Ligue 1,19-321,4,0,84.0,0.0,0.0,4.0,0.0,60.9,4.0,0.0,1.0,0,0,1.0,0,100.0,0.0,0.0,4.285714285714286,0.0,4.285714285714286,0.0,1.0714285714285714,1.0714285714285714
Mauro Arambarri,uy URU,MF,Getafe,es La Liga,28-226,7,3,339.0,0.0,0.0,9.0,2.0,80.3,2.0,2.0,2.0,2,0,5.0,8,38.5,0.0,0.0,2.3893805309734515,0.5309734513274336,0.5309734513274336,0.5309734513274336,0.5309734513274336,1.3274336283185841
Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,21-295,7,4,441.0,0.0,0.0,4.0,0.0,79.2,1.0,9.0,5.0,1,0,6.0,7,46.2,0.0,0.0,0.8163265306122449,0.0,0.20408163265306123,1.8367346938775508,1.0204081632653061,1.2244897959183674
Asaf Arania,il ISR,MF,Darmstadt 98,de Bundesliga,18-207,1,0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Araujo,mx MEX,DF,Las Palmas,es La Liga,22-274,24,14,1395.0,1.0,0.0,7.0,2.0,82.3,11.0,22.0,10.0,5,0,27.0,21,56.3,0.06451612903225806,0.0,0.45161290322580644,0.12903225806451613,0.7096774193548387,1.4193548387096775,0.6451612903225806,1.7419354838709677
Ronald Araújo,uy URU,DF,Barcelona,es La Liga,25-067,24,21,1968.0,1.0,1.0,23.0,9.0,88.7,8.0,22.0,12.0,6,0,59.0,22,72.8,0.04573170731707318,0.04573170731707318,1.0518292682926829,0.4115853658536585,0.3658536585365854,1.0060975609756098,0.5487804878048781,2.698170731707317
Oliver Arblaster,eng ENG,MF,Sheffield Utd,eng Premier League,20-008,11,10,882.0,0.0,0.0,1.0,1.0,80.1,17.0,13.0,14.0,2,0,9.0,14,39.1,0.0,0.0,0.10204081632653061,0.10204081632653061,1.7346938775510203,1.3265306122448979,1.4285714285714284,0.9183673469387754
Cameron Archer,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,22-297,28,20,1771.0,4.0,1.0,41.0,9.0,79.8,30.0,13.0,1.0,1,0,6.0,40,13.0,0.20327498588368154,0.050818746470920384,2.0835686053077356,0.4573687182382834,1.5245623941276114,0.660643704121965,0.050818746470920384,0.3049124788255223
Cameron Archer,eng ENG,MF,Aston Villa,eng Premier League,22-297,1,0,6.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,31-076,30,30,2609.0,0.0,0.0,0.0,0.0,64.9,1.0,1.0,1.0,1,0,8.0,0,100.0,0.0,0.0,0.0,0.0,0.03449597546952856,0.03449597546952856,0.03449597546952856,0.2759678037562285
Adu Ares,es ESP,FW,Athletic Club,es La Liga,22-214,11,1,204.0,0.0,0.0,3.0,0.0,72.8,11.0,4.0,1.0,2,0,0.0,2,0.0,0.0,0.0,1.3235294117647058,0.0,4.852941176470589,1.7647058823529411,0.4411764705882353,0.0
Jesús Areso,es ESP,DF,Osasuna,es La Liga,24-316,34,27,2464.0,1.0,5.0,7.0,2.0,74.5,41.0,22.0,15.0,3,0,27.0,21,56.3,0.03652597402597403,0.18262987012987011,0.2556818181818182,0.07305194805194806,1.497564935064935,0.8035714285714285,0.5478896103896104,0.9862012987012987
Matias Arezo,uy URU,FW,Granada,es La Liga,21-174,13,3,338.0,0.0,0.0,12.0,4.0,61.6,1.0,3.0,0.0,1,0,11.0,16,40.7,0.0,0.0,3.195266272189349,1.0650887573964496,0.2662721893491124,0.7988165680473372,0.0,2.9289940828402368
Iñigo Arguibide,es ESP,DF,Osasuna,es La Liga,19-024,1,0,17.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0,0,1.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.294117647058823
Yoël Armougom,fr FRA,"DF,MF",Clermont Foot,fr Ligue 1,25-343,5,2,234.0,0.0,0.0,2.0,0.0,74.0,1.0,3.0,1.0,1,0,2.0,3,40.0,0.0,0.0,0.7692307692307693,0.0,0.38461538461538464,1.1538461538461537,0.38461538461538464,0.7692307692307693
José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,29-028,24,8,853.0,2.0,1.0,28.0,9.0,73.2,10.0,6.0,3.0,2,0,10.0,13,43.5,0.21101992966002342,0.10550996483001171,2.9542790152403287,0.9495896834701055,1.0550996483001172,0.6330597889800704,0.3165298944900352,1.0550996483001172
Hákon Arnar Haraldsson,is ISL,"FW,MF",Lille,fr Ligue 1,21-033,25,14,1213.0,1.0,0.0,11.0,5.0,81.7,15.0,8.0,2.0,4,0,1.0,7,12.5,0.0741962077493817,0.0,0.8161582852431987,0.37098103874690846,1.1129431162407255,0.5935696619950536,0.1483924154987634,0.0741962077493817
Marko Arnautović,at AUT,FW,Inter,it Serie A,35-024,26,4,746.0,3.0,3.0,15.0,7.0,76.9,1.0,4.0,5.0,0,0,4.0,7,36.4,0.36193029490616624,0.36193029490616624,1.809651474530831,0.8445040214477211,0.12064343163538874,0.48257372654155495,0.6032171581769437,0.48257372654155495
Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,29-352,29,26,2416.0,2.0,1.0,29.0,11.0,81.4,7.0,30.0,24.0,9,0,13.0,30,30.2,0.07450331125827815,0.037251655629139076,1.0802980132450333,0.4097682119205298,0.26076158940397354,1.1175496688741722,0.8940397350993378,0.48427152317880795
Mohamed El Arouch,fr FRA,FW,Lyon,fr Ligue 1,20-037,1,0,2.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
Sergio Arribas,es ESP,"MF,FW",Almería,es La Liga,22-226,32,21,1921.0,6.0,3.0,51.0,17.0,77.8,14.0,15.0,16.0,0,0,18.0,24,42.9,0.28110359187922956,0.14055179593961478,2.3893805309734515,0.7964601769911505,0.6559083810515356,0.7027589796980739,0.7496095783446122,0.8433107756376887
Kepa Arrizabalaga,es ESP,GK,Real Madrid,es La Liga,29-223,13,13,1170.0,0.0,0.0,0.0,0.0,84.5,0.0,0.0,0.0,1,0,2.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385
Arthur,br BRA,DF,Leverkusen,de Bundesliga,21-057,4,2,184.0,0.0,2.0,2.0,1.0,80.7,2.0,3.0,0.0,0,0,2.0,3,40.0,0.0,0.9782608695652174,0.9782608695652174,0.4891304347826087,0.9782608695652174,1.467391304347826,0.0,0.9782608695652174
Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,29-185,28,26,1962.0,6.0,1.0,64.0,23.0,66.1,15.0,6.0,4.0,2,0,15.0,50,23.1,0.27522935779816515,0.045871559633027525,2.9357798165137616,1.055045871559633,0.6880733944954128,0.27522935779816515,0.1834862385321101,0.6880733944954128
Marco Asensio,es ESP,"MF,FW",Paris S-G,fr Ligue 1,28-113,17,12,1003.0,4.0,4.0,22.0,9.0,82.5,9.0,9.0,4.0,0,0,2.0,3,40.0,0.35892323030907275,0.35892323030907275,1.9740777666999003,0.8075772681954139,0.8075772681954139,0.8075772681954139,0.35892323030907275,0.17946161515453637
Kristjan Asllani,al ALB,MF,Inter,it Serie A,22-065,22,6,764.0,1.0,2.0,15.0,4.0,89.0,3.0,2.0,11.0,1,0,4.0,7,36.4,0.11780104712041886,0.23560209424083772,1.7670157068062826,0.47120418848167545,0.3534031413612565,0.23560209424083772,1.2958115183246073,0.47120418848167545
Joel Asoro,se SWE,"FW,MF",Metz,fr Ligue 1,25-016,20,10,848.0,2.0,1.0,6.0,3.0,63.9,12.0,9.0,6.0,2,0,17.0,15,53.1,0.2122641509433962,0.1061320754716981,0.6367924528301887,0.31839622641509435,1.2735849056603774,0.955188679245283,0.6367924528301887,1.8042452830188678
Jonathan Asp Jensen,dk DEN,MF,Bayern Munich,de Bundesliga,18-120,1,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,36-286,32,29,2498.0,8.0,9.0,71.0,22.0,73.1,25.0,5.0,8.0,6,1,7.0,28,20.0,0.28823058446757405,0.32425940752602084,2.5580464371497196,0.7926341072858287,0.9007205764611689,0.1801441152922338,0.28823058446757405,0.2522017614091273
Lorenz Assignon,tg TOG,DF,Burnley,eng Premier League,23-326,14,14,1189.0,1.0,2.0,8.0,4.0,72.4,13.0,17.0,18.0,5,1,13.0,17,43.3,0.07569386038687972,0.15138772077375945,0.6055508830950378,0.3027754415475189,0.9840201850294364,1.2867956265769556,1.362489486963835,0.9840201850294364
Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,23-326,14,12,1011.0,1.0,1.0,11.0,4.0,86.0,10.0,12.0,9.0,4,0,11.0,17,39.3,0.08902077151335311,0.08902077151335311,0.9792284866468842,0.35608308605341243,0.890207715133531,1.0682492581602374,0.8011869436201781,0.9792284866468842
Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,27-362,6,5,359.0,1.0,0.0,4.0,1.0,89.9,11.0,3.0,4.0,2,0,2.0,2,50.0,0.25069637883008355,0.0,1.0027855153203342,0.25069637883008355,2.7576601671309193,0.7520891364902508,1.0027855153203342,0.5013927576601671
Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,18-262,15,7,555.0,0.0,0.0,9.0,2.0,86.6,2.0,13.0,6.0,0,0,8.0,12,40.0,0.0,0.0,1.4594594594594597,0.32432432432432434,0.32432432432432434,2.1081081081081083,0.972972972972973,1.2972972972972974
Arthur Atta,fr FRA,"MF,FW",Metz,fr Ligue 1,21-120,20,10,922.0,1.0,2.0,9.0,4.0,75.1,11.0,14.0,10.0,0,0,11.0,19,36.7,0.09761388286334056,0.19522776572668113,0.8785249457700651,0.39045553145336226,1.0737527114967462,1.3665943600867678,0.9761388286334056,1.0737527114967462
Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,21-354,33,33,2970.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0,0,6.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182
Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,34-330,32,28,2442.0,16.0,8.0,100.0,44.0,67.3,17.0,14.0,9.0,4,0,24.0,36,40.0,0.5896805896805897,0.29484029484029484,3.6855036855036856,1.6216216216216217,0.6265356265356266,0.5159705159705159,0.3316953316953317,0.8845208845208845
Emil Audero,it ITA,GK,Inter,it Serie A,27-116,3,3,270.0,0.0,0.0,0.0,0.0,84.1,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommaso Augello,it ITA,DF,Cagliari,it Serie A,29-257,30,26,2243.0,1.0,1.0,10.0,3.0,68.6,13.0,19.0,15.0,5,0,31.0,24,56.4,0.04012483281319661,0.04012483281319661,0.40124832813196615,0.12037449843958983,0.521622826571556,0.7623718234507356,0.6018724921979492,1.243869817209095
Carlos Augusto,br BRA,DF,Inter,it Serie A,25-127,35,13,1608.0,0.0,3.0,22.0,6.0,83.3,11.0,18.0,15.0,1,0,47.0,23,67.1,0.0,0.16791044776119401,1.2313432835820897,0.33582089552238803,0.6156716417910448,1.007462686567164,0.8395522388059701,2.6305970149253732
Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,23-166,15,8,814.0,2.0,0.0,11.0,3.0,92.5,4.0,5.0,3.0,0,0,15.0,17,46.9,0.22113022113022113,0.0,1.2162162162162162,0.3316953316953317,0.44226044226044225,0.5528255528255528,0.3316953316953317,1.6584766584766584
Serge Aurier,ci CIV,"DF,MF",Nott'ham Forest,eng Premier League,31-141,12,10,833.0,0.0,2.0,6.0,1.0,77.7,3.0,14.0,9.0,2,0,30.0,20,60.0,0.0,0.2160864345738295,0.6482593037214885,0.10804321728691475,0.3241296518607443,1.5126050420168067,0.9723889555822329,3.241296518607443
Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,30-097,17,10,864.0,1.0,3.0,27.0,6.0,62.5,5.0,2.0,4.0,3,2,10.0,20,33.3,0.10416666666666666,0.3125,2.8125,0.625,0.5208333333333333,0.20833333333333331,0.41666666666666663,1.0416666666666665
Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,30-097,6,4,298.0,1.0,0.0,9.0,3.0,60.4,2.0,1.0,1.0,4,1,4.0,5,44.4,0.30201342281879195,0.0,2.7181208053691277,0.9060402684563758,0.6040268456375839,0.30201342281879195,0.30201342281879195,1.2080536912751678
Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,26-275,19,12,1030.0,6.0,3.0,22.0,11.0,72.4,8.0,7.0,1.0,2,0,21.0,47,30.9,0.5242718446601942,0.2621359223300971,1.9223300970873787,0.9611650485436893,0.6990291262135923,0.6116504854368932,0.08737864077669903,1.8349514563106797
André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,34-148,18,11,1014.0,5.0,0.0,29.0,10.0,73.6,15.0,11.0,2.0,2,1,41.0,57,41.8,0.4437869822485207,0.0,2.57396449704142,0.8875739644970414,1.331360946745562,0.9763313609467456,0.1775147928994083,3.6390532544378695
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,32-245,34,30,2540.0,4.0,7.0,48.0,19.0,73.9,52.0,36.0,16.0,9,1,33.0,61,35.1,0.14173228346456693,0.24803149606299213,1.7007874015748032,0.6732283464566929,1.8425196850393701,1.2755905511811023,0.5669291338582677,1.169291338582677
Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,22-316,25,17,1566.0,1.0,2.0,22.0,8.0,86.0,15.0,20.0,32.0,1,0,15.0,16,48.4,0.0574712643678161,0.1149425287356322,1.264367816091954,0.4597701149425288,0.8620689655172413,1.149425287356322,1.8390804597701151,0.8620689655172413
Sardar Azmoun,ir IRN,"FW,MF",Roma,it Serie A,29-133,22,3,564.0,3.0,0.0,16.0,7.0,68.9,4.0,5.0,3.0,4,0,13.0,14,48.1,0.4787234042553191,0.0,2.5531914893617023,1.1170212765957448,0.6382978723404256,0.797872340425532,0.4787234042553191,2.074468085106383
César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,34-259,22,12,1236.0,0.0,2.0,2.0,2.0,83.8,1.0,14.0,14.0,4,0,18.0,19,48.6,0.0,0.14563106796116507,0.14563106796116507,0.14563106796116507,0.07281553398058253,1.0194174757281553,1.0194174757281553,1.3106796116504855
Paulo Azzi,br BRA,"DF,MF",Cagliari,it Serie A,29-303,25,9,950.0,0.0,0.0,21.0,2.0,66.1,13.0,11.0,16.0,1,0,13.0,11,54.2,0.0,0.0,1.9894736842105263,0.18947368421052632,1.231578947368421,1.0421052631578949,1.5157894736842106,1.231578947368421
Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,22-350,16,4,442.0,2.0,2.0,2.0,2.0,89.8,0.0,6.0,5.0,3,0,3.0,9,25.0,0.40723981900452494,0.40723981900452494,0.40723981900452494,0.40723981900452494,0.0,1.2217194570135748,1.0180995475113122,0.6108597285067874
Abdellah Baallal,ma MAR,MF,Clermont Foot,fr Ligue 1,19-188,1,0,4.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0,0,1.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5
Iddrisu Baba,gh GHA,MF,Almería,es La Liga,28-112,25,14,1430.0,0.0,0.0,8.0,2.0,83.0,14.0,26.0,11.0,5,0,30.0,17,63.8,0.0,0.0,0.5034965034965035,0.1258741258741259,0.8811188811188811,1.6363636363636362,0.6923076923076923,1.8881118881118881
Srđan Babić,rs SRB,DF,Almería,es La Liga,28-021,1,1,90.0,0.0,0.0,1.0,0.0,93.5,0.0,2.0,0.0,0,0,3.0,1,75.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0
Shavy Babicka,ga GAB,"FW,MF",Toulouse,fr Ligue 1,23-347,12,4,373.0,1.0,0.0,8.0,4.0,60.6,6.0,8.0,0.0,0,0,5.0,6,45.5,0.24128686327077747,0.0,1.9302949061662198,0.9651474530831099,1.447721179624665,1.9302949061662198,0.0,1.2064343163538873
Aliou Badara Baldé,sn SEN,"FW,DF",Nice,fr Ligue 1,21-153,6,0,63.0,0.0,0.0,3.0,2.0,52.2,3.0,1.0,3.0,0,0,0.0,1,0.0,0.0,0.0,4.285714285714286,2.8571428571428568,4.285714285714286,1.4285714285714284,4.285714285714286,0.0
Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24-032,25,24,2019.0,0.0,1.0,14.0,3.0,82.8,6.0,36.0,35.0,5,1,70.0,31,69.3,0.0,0.04457652303120356,0.6240713224368499,0.1337295690936107,0.2674591381872214,1.6047548291233282,1.5601783060921248,3.1203566121842496
Milan Badelj,hr CRO,MF,Genoa,it Serie A,35-078,32,31,2455.0,1.0,3.0,21.0,4.0,81.0,17.0,26.0,49.0,6,0,12.0,13,48.0,0.03665987780040733,0.10997963340122201,0.769857433808554,0.14663951120162932,0.6232179226069247,0.9531568228105907,1.7963340122199594,0.43991853360488803
Matthias Bader,de GER,"DF,MF",Darmstadt 98,de Bundesliga,26-331,23,20,1712.0,1.0,2.0,17.0,1.0,75.7,14.0,24.0,25.0,1,0,11.0,16,40.7,0.052570093457943924,0.10514018691588785,0.8936915887850466,0.052570093457943924,0.7359813084112149,1.2616822429906542,1.314252336448598,0.5782710280373832
Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,23-048,16,13,1158.0,0.0,1.0,6.0,1.0,91.1,0.0,14.0,18.0,3,0,26.0,19,57.8,0.0,0.07772020725388601,0.46632124352331605,0.07772020725388601,0.0,1.0880829015544042,1.3989637305699483,2.0207253886010363
Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,22-298,32,31,2428.0,2.0,13.0,69.0,24.0,71.1,25.0,21.0,12.0,9,1,8.0,12,40.0,0.07413509060955518,0.48187808896210876,2.557660626029654,0.8896210873146622,0.9266886326194398,0.7784184514003295,0.4448105436573311,0.29654036243822074
